Age,Support Calls,Payment Delay,Total Spend,Last Interaction,Churn,Female,Male,Age Group,Interaction Frequency
42.0,4.0,4.0,595.75,15.0,0.0,0,1,2,1
28.0,2.0,19.0,607.26,1.0,0.0,1,0,1,0
59.0,8.0,25.0,766.0,24.0,1.0,1,0,2,2
38.0,3.0,10.0,204.0,16.0,0.0,1,0,1,2
31.0,3.0,10.0,120.26,10.0,1.0,1,0,1,1
27.0,5.0,20.0,931.0,17.0,1.0,1,0,1,2
31.0,2.0,15.0,696.99,23.0,1.0,1,0,1,2
50.0,1.0,10.0,738.29,11.0,0.0,0,1,2,1
54.0,0.0,10.0,813.0,21.0,0.0,1,0,2,2
46.0,3.0,11.0,895.78,14.0,0.0,1,0,2,1
29.0,3.0,11.0,359.0,3.0,1.0,1,0,1,0
54.0,1.0,29.0,265.0,15.0,1.0,0,1,2,1
28.0,10.0,30.0,852.0,7.0,1.0,1,0,1,0
54.0,9.0,30.0,899.0,15.0,1.0,1,0,2,1
49.0,1.0,13.0,622.83,18.0,0.0,0,1,2,2
49.0,4.0,0.0,596.75,30.0,0.0,0,1,2,2
46.0,2.0,20.0,722.0,14.0,0.0,0,1,2,1
29.0,6.0,8.0,908.5,17.0,1.0,0,1,1,2
60.0,10.0,19.0,301.0,30.0,1.0,1,0,3,2
23.0,3.0,21.0,264.0,25.0,0.0,0,1,0,2
33.0,2.0,19.0,251.0,9.0,1.0,1,0,1,1
53.0,1.0,27.0,250.0,23.0,1.0,0,1,2,2
59.0,0.0,6.0,790.0,1.0,1.0,1,0,2,0
42.0,6.0,5.0,578.0,20.0,1.0,0,1,2,2
57.0,9.0,21.0,994.0,27.0,1.0,1,0,2,2
36.0,1.0,13.0,671.67,1.0,0.0,0,1,1,0
56.0,1.0,18.0,998.0,10.0,1.0,1,0,2,1
56.0,2.0,30.0,177.0,26.0,0.0,0,1,2,2
46.0,7.0,20.0,937.0,4.0,1.0,1,0,2,0
60.0,6.0,12.0,960.14,17.0,1.0,0,1,3,2
28.0,5.0,5.0,240.0,8.0,0.0,0,1,1,1
29.0,2.0,4.0,636.16,11.0,0.0,1,0,1,1
48.0,7.0,15.0,915.0,27.0,1.0,1,0,2,2
26.0,1.0,2.0,516.08,19.0,0.0,0,1,1,2
27.0,1.0,6.0,595.77,8.0,0.0,0,1,1,1
22.0,0.0,17.0,809.4,5.0,0.0,0,1,0,0
38.0,4.0,18.0,893.0,26.0,1.0,0,1,1,2
24.0,1.0,5.0,587.8,6.0,0.0,0,1,0,0
19.0,1.0,12.0,974.23,10.0,0.0,1,0,0,1
37.0,2.0,14.0,754.01,26.0,0.0,0,1,1,2
35.0,0.0,28.0,129.0,3.0,0.0,0,1,1,0
33.0,5.0,14.0,563.0,4.0,0.0,0,1,1,0
46.0,2.0,13.0,517.25,17.0,0.0,0,1,2,2
57.0,2.0,30.0,777.0,3.0,1.0,0,1,2,0
41.0,3.0,1.0,863.45,8.0,0.0,1,0,2,1
21.0,8.0,29.0,744.0,2.0,1.0,0,1,0,0
65.0,4.0,22.0,485.0,21.0,1.0,0,1,3,2
51.0,4.0,14.0,669.0,22.0,1.0,0,1,2,2
49.0,0.0,15.0,539.9,13.0,0.0,1,0,2,1
42.0,1.0,12.0,691.64,23.0,0.0,0,1,2,2
39.0,8.0,27.0,120.67,7.0,1.0,1,0,1,0
26.0,0.0,8.0,698.68,28.0,0.0,0,1,1,2
28.0,2.0,6.0,719.66,27.0,0.0,0,1,1,2
38.0,1.0,10.0,236.0,28.0,1.0,0,1,1,2
50.0,9.0,14.0,563.93,1.0,1.0,0,1,2,0
46.0,10.0,3.0,577.0,19.0,1.0,1,0,2,2
25.0,7.0,25.0,282.0,19.0,1.0,0,1,1,2
56.0,9.0,30.0,449.0,20.0,1.0,1,0,2,2
37.0,2.0,7.0,916.86,15.0,0.0,1,0,1,1
49.0,8.0,6.0,259.0,14.0,1.0,1,0,2,1
33.0,1.0,19.0,702.02,12.0,0.0,0,1,1,1
58.0,7.0,15.0,284.0,7.0,0.0,0,1,2,0
47.0,1.0,17.0,629.27,30.0,0.0,0,1,2,2
27.0,5.0,8.0,172.0,15.0,1.0,1,0,1,1
23.0,3.0,20.0,700.0,13.0,0.0,1,0,0,1
36.0,8.0,17.0,462.0,28.0,1.0,1,0,1,2
35.0,10.0,8.0,463.0,22.0,1.0,0,1,1,2
45.0,1.0,1.0,713.01,8.0,0.0,1,0,2,1
51.0,7.0,17.0,702.27,3.0,1.0,1,0,2,0
20.0,5.0,23.0,690.0,21.0,1.0,0,1,0,2
26.0,2.0,17.0,622.42,20.0,0.0,0,1,1,2
20.0,3.0,27.0,846.74,13.0,1.0,0,1,0,1
50.0,0.0,1.0,506.73,2.0,0.0,1,0,2,0
21.0,4.0,10.0,273.85,2.0,1.0,0,1,0,0
47.0,9.0,10.0,582.98,25.0,1.0,1,0,2,2
26.0,7.0,10.0,419.0,3.0,0.0,1,0,1,0
43.0,0.0,20.0,502.36,10.0,0.0,1,0,2,1
21.0,9.0,3.0,478.0,2.0,0.0,1,0,0,0
28.0,1.0,18.0,712.46,6.0,0.0,0,1,1,0
38.0,0.0,18.0,651.4,7.0,0.0,1,0,1,0
27.0,4.0,23.0,748.0,3.0,0.0,0,1,1,0
34.0,0.0,6.0,248.0,19.0,1.0,0,1,1,2
28.0,2.0,14.0,670.87,9.0,0.0,1,0,1,1
41.0,8.0,19.0,200.0,3.0,1.0,0,1,2,0
65.0,2.0,17.0,143.0,7.0,1.0,1,0,3,0
40.0,0.0,13.0,777.65,11.0,0.0,1,0,2,1
28.0,1.0,16.0,277.0,6.0,1.0,1,0,1,0
43.0,9.0,14.0,547.0,19.0,1.0,1,0,2,2
38.0,1.0,13.0,539.37,18.0,0.0,0,1,1,2
51.0,5.0,19.0,314.0,6.0,1.0,1,0,2,0
30.0,1.0,19.0,542.28,24.0,0.0,0,1,1,2
45.0,0.0,12.0,622.76,30.0,0.0,0,1,2,2
63.0,3.0,27.0,870.0,17.0,1.0,0,1,3,2
39.0,2.0,4.0,594.82,4.0,0.0,1,0,1,0
43.0,4.0,2.0,617.69,13.0,0.0,0,1,2,1
36.0,3.0,16.0,917.29,13.0,0.0,0,1,1,1
20.0,5.0,5.0,778.0,16.0,1.0,0,1,0,2
55.0,10.0,12.0,929.0,16.0,0.0,0,1,2,2
47.0,10.0,16.0,630.0,2.0,1.0,1,0,2,0
46.0,10.0,11.0,602.0,1.0,1.0,1,0,2,0
57.0,10.0,22.0,407.0,25.0,1.0,0,1,2,2
60.0,10.0,15.0,161.0,20.0,0.0,0,1,3,2
65.0,5.0,28.0,735.0,17.0,1.0,1,0,3,2
24.0,0.0,1.0,998.01,1.0,0.0,0,1,0,0
55.0,8.0,17.0,189.0,6.0,1.0,1,0,2,0
39.0,7.0,6.0,654.0,17.0,1.0,1,0,1,2
50.0,4.0,19.0,883.4,26.0,0.0,0,1,2,2
45.0,6.0,10.0,738.0,17.0,1.0,1,0,2,2
62.0,10.0,22.0,317.0,30.0,1.0,1,0,3,2
56.0,8.0,20.0,395.0,13.0,1.0,0,1,2,1
65.0,3.0,26.0,848.2,26.0,1.0,0,1,3,2
36.0,2.0,9.0,821.0,11.0,0.0,1,0,1,1
61.0,9.0,6.0,803.0,8.0,1.0,1,0,3,1
18.0,8.0,26.0,746.0,22.0,1.0,1,0,0,2
26.0,6.0,11.0,334.0,22.0,1.0,0,1,1,2
35.0,0.0,16.0,987.6,10.0,0.0,1,0,1,1
50.0,1.0,15.0,570.96,5.0,0.0,1,0,2,0
19.0,4.0,28.0,324.0,16.0,1.0,0,1,0,2
56.0,1.0,20.0,620.0,5.0,1.0,0,1,2,0
33.0,3.0,18.0,514.52,2.0,0.0,1,0,1,0
47.0,0.0,11.0,907.25,10.0,0.0,1,0,2,1
57.0,10.0,25.0,832.0,21.0,1.0,0,1,2,2
57.0,6.0,8.0,204.0,21.0,1.0,0,1,2,2
54.0,0.0,7.0,528.0,1.0,1.0,1,0,2,0
50.0,0.0,6.0,833.97,7.0,0.0,0,1,2,0
60.0,4.0,14.0,970.06,4.0,1.0,0,1,3,0
39.0,6.0,29.0,203.0,7.0,1.0,1,0,1,0
44.0,5.0,19.0,305.0,2.0,1.0,1,0,2,0
39.0,6.0,15.0,181.0,5.0,1.0,0,1,1,0
60.0,6.0,28.0,284.0,2.0,1.0,0,1,3,0
33.0,9.0,15.0,847.0,18.0,1.0,0,1,1,2
45.0,3.0,24.0,198.0,12.0,1.0,1,0,2,1
46.0,1.0,25.0,185.0,30.0,1.0,0,1,2,2
24.0,1.0,10.0,692.66,4.0,0.0,1,0,0,0
50.0,2.0,13.0,746.1,1.0,0.0,0,1,2,0
53.0,7.0,30.0,101.0,21.0,1.0,1,0,2,2
34.0,0.0,30.0,652.44,21.0,1.0,1,0,1,2
39.0,3.0,29.0,979.0,3.0,1.0,0,1,1,0
30.0,0.0,12.0,399.0,24.0,1.0,0,1,1,2
34.0,1.0,17.0,681.75,6.0,0.0,0,1,1,0
48.0,1.0,8.0,612.42,6.0,0.0,0,1,2,0
29.0,2.0,5.0,394.0,13.0,0.0,0,1,1,1
62.0,4.0,17.0,709.0,2.0,1.0,1,0,3,0
37.0,8.0,30.0,162.0,12.0,1.0,0,1,1,1
57.0,3.0,10.0,519.0,25.0,1.0,1,0,2,2
26.0,10.0,15.0,671.69,4.0,1.0,0,1,1,0
44.0,1.0,21.0,602.0,29.0,1.0,1,0,2,2
31.0,10.0,10.0,685.0,2.0,0.0,0,1,1,0
49.0,9.0,3.0,291.0,1.0,1.0,1,0,2,0
26.0,7.0,19.0,723.0,3.0,1.0,1,0,1,0
49.0,0.0,6.0,806.12,10.0,0.0,0,1,2,1
63.0,1.0,28.0,144.0,15.0,1.0,0,1,3,1
26.0,2.0,10.0,893.2,3.0,0.0,0,1,1,0
39.0,3.0,27.0,458.0,23.0,1.0,0,1,1,2
32.0,1.0,17.0,920.85,10.0,0.0,1,0,1,1
23.0,6.0,22.0,155.0,6.0,1.0,0,1,0,0
59.0,6.0,21.0,727.0,7.0,1.0,1,0,2,0
30.0,0.0,22.0,663.0,2.0,1.0,0,1,1,0
61.0,1.0,6.0,522.0,4.0,1.0,0,1,3,0
36.0,1.0,0.0,697.0,29.0,1.0,1,0,1,2
34.0,8.0,21.0,240.02,26.0,1.0,0,1,1,2
59.0,8.0,16.0,550.0,14.0,1.0,0,1,2,1
44.0,8.0,1.0,391.0,7.0,1.0,0,1,2,0
23.0,2.0,11.0,923.23,21.0,0.0,0,1,0,2
38.0,8.0,20.0,832.0,16.0,1.0,1,0,1,2
49.0,6.0,27.0,170.0,8.0,1.0,0,1,2,1
21.0,0.0,18.0,889.37,19.0,0.0,0,1,0,2
60.0,5.0,26.0,696.31,26.0,1.0,0,1,3,2
53.0,1.0,23.0,696.0,8.0,0.0,0,1,2,1
36.0,3.0,16.0,315.0,22.0,1.0,0,1,1,2
23.0,0.0,1.0,988.12,3.0,0.0,0,1,0,0
49.0,1.0,16.0,957.41,2.0,0.0,0,1,2,0
38.0,1.0,4.0,628.51,16.0,0.0,0,1,1,2
56.0,3.0,9.0,252.0,8.0,0.0,0,1,2,1
30.0,1.0,30.0,369.0,29.0,1.0,1,0,1,2
26.0,7.0,11.0,150.0,24.0,1.0,0,1,1,2
54.0,5.0,18.0,430.0,27.0,1.0,1,0,2,2
50.0,0.0,15.0,749.91,2.0,0.0,0,1,2,0
18.0,1.0,17.0,885.66,1.0,0.0,1,0,0,0
25.0,0.0,10.0,580.68,28.0,0.0,0,1,1,2
57.0,0.0,6.0,260.0,19.0,1.0,1,0,2,2
41.0,1.0,18.0,341.0,12.0,0.0,1,0,2,1
36.0,9.0,17.0,729.0,29.0,1.0,1,0,1,2
33.0,6.0,25.0,834.0,30.0,1.0,1,0,1,2
65.0,2.0,4.0,173.87,19.0,1.0,0,1,3,2
21.0,2.0,20.0,153.0,1.0,1.0,0,1,0,0
32.0,2.0,17.0,204.0,26.0,1.0,1,0,1,2
51.0,10.0,30.0,228.0,23.0,1.0,1,0,2,2
50.0,0.0,19.0,658.35,2.0,0.0,0,1,2,0
41.0,4.0,2.0,817.71,9.0,1.0,0,1,2,1
24.0,0.0,20.0,255.0,4.0,1.0,0,1,0,0
40.0,3.0,0.0,792.5,7.0,0.0,0,1,2,0
20.0,2.0,15.0,121.0,23.0,1.0,1,0,0,2
33.0,2.0,12.0,751.39,12.0,0.0,1,0,1,1
50.0,4.0,14.0,566.7,22.0,0.0,0,1,2,2
37.0,2.0,18.0,567.76,8.0,0.0,1,0,1,1
54.0,4.0,23.0,362.57,18.0,1.0,0,1,2,2
29.0,10.0,12.0,698.0,2.0,1.0,0,1,1,0
47.0,10.0,22.0,336.0,11.0,1.0,0,1,2,1
34.0,0.0,10.0,710.01,2.0,0.0,0,1,1,0
47.0,5.0,0.0,656.46,25.0,1.0,1,0,2,2
26.0,5.0,26.0,692.0,16.0,1.0,1,0,1,2
36.0,3.0,17.0,710.0,26.0,1.0,1,0,1,2
64.0,6.0,26.0,406.56,30.0,1.0,0,1,3,2
32.0,2.0,19.0,328.0,6.0,0.0,1,0,1,0
21.0,1.0,8.0,843.9,20.0,0.0,0,1,0,2
31.0,1.0,10.0,975.63,2.0,0.0,0,1,1,0
42.0,10.0,9.0,453.0,24.0,1.0,0,1,2,2
22.0,2.0,2.0,461.0,17.0,1.0,1,0,0,2
57.0,9.0,19.0,882.0,6.0,1.0,1,0,2,0
32.0,10.0,14.0,346.0,22.0,1.0,0,1,1,2
31.0,8.0,29.0,946.0,8.0,1.0,1,0,1,1
33.0,4.0,24.0,125.0,7.0,1.0,0,1,1,0
48.0,7.0,18.0,813.0,2.0,1.0,0,1,2,0
65.0,0.0,12.0,348.0,4.0,1.0,0,1,3,0
47.0,2.0,4.0,717.93,3.0,0.0,0,1,2,0
36.0,3.0,17.0,988.87,6.0,0.0,0,1,1,0
27.0,1.0,14.0,948.24,12.0,0.0,0,1,1,1
32.0,5.0,1.0,463.0,19.0,1.0,0,1,1,2
20.0,1.0,15.0,876.83,1.0,0.0,0,1,0,0
42.0,0.0,3.0,717.49,7.0,0.0,0,1,2,0
49.0,10.0,19.0,185.0,28.0,0.0,0,1,2,2
51.0,2.0,7.0,626.0,1.0,1.0,0,1,2,0
40.0,7.0,7.0,361.0,24.0,1.0,1,0,2,2
31.0,0.0,14.0,928.96,19.0,1.0,1,0,1,2
24.0,1.0,7.0,904.16,15.0,0.0,1,0,0,1
41.0,1.0,3.0,711.72,6.0,0.0,0,1,2,0
47.0,1.0,16.0,631.71,26.0,0.0,0,1,2,2
18.0,5.0,4.0,403.62,30.0,1.0,1,0,0,2
34.0,1.0,2.0,819.42,2.0,0.0,1,0,1,0
59.0,0.0,26.0,326.0,24.0,1.0,0,1,2,2
54.0,2.0,5.0,636.0,26.0,1.0,1,0,2,2
48.0,8.0,1.0,208.0,9.0,1.0,0,1,2,1
19.0,1.0,14.0,877.17,3.0,0.0,0,1,0,0
47.0,8.0,22.0,710.0,1.0,1.0,0,1,2,0
22.0,1.0,8.0,882.57,6.0,0.0,1,0,0,0
39.0,0.0,1.0,618.7,18.0,0.0,0,1,1,2
45.0,0.0,4.0,830.86,26.0,0.0,0,1,2,2
36.0,2.0,1.0,832.71,17.0,0.0,0,1,1,2
32.0,3.0,19.0,997.46,30.0,0.0,0,1,1,2
59.0,10.0,27.0,344.78,3.0,1.0,0,1,2,0
64.0,3.0,27.0,737.0,11.0,1.0,0,1,3,1
48.0,0.0,1.0,877.76,22.0,0.0,0,1,2,2
25.0,7.0,12.0,889.0,28.0,1.0,1,0,1,2
64.0,2.0,20.0,106.0,30.0,0.0,1,0,3,2
44.0,10.0,11.0,312.0,27.0,1.0,1,0,2,2
30.0,1.0,19.0,954.0,30.0,1.0,1,0,1,2
36.0,3.0,14.0,987.36,14.0,0.0,1,0,1,1
30.0,5.0,7.0,632.0,3.0,1.0,0,1,1,0
48.0,6.0,30.0,144.0,10.0,1.0,0,1,2,1
36.0,3.0,11.0,887.25,10.0,0.0,1,0,1,1
42.0,2.0,12.0,722.08,10.0,0.0,0,1,2,1
32.0,10.0,4.0,365.0,4.0,1.0,0,1,1,0
23.0,1.0,20.0,913.42,11.0,0.0,1,0,0,1
56.0,4.0,11.0,636.0,30.0,1.0,0,1,2,2
64.0,6.0,14.0,787.0,22.0,1.0,1,0,3,2
50.0,2.0,4.0,534.0,19.0,1.0,0,1,2,2
29.0,0.0,1.0,886.6,18.0,0.0,0,1,1,2
50.0,4.0,15.0,444.0,19.0,1.0,1,0,2,2
32.0,3.0,18.0,998.61,10.0,0.0,1,0,1,1
52.0,8.0,25.0,533.0,24.0,0.0,0,1,2,2
34.0,2.0,5.0,768.64,10.0,0.0,0,1,1,1
37.0,7.0,29.0,481.89,7.0,1.0,1,0,1,0
20.0,0.0,25.0,171.0,4.0,1.0,0,1,0,0
37.0,3.0,4.0,728.58,7.0,0.0,0,1,1,0
55.0,9.0,8.0,519.0,2.0,1.0,0,1,2,0
36.0,9.0,9.0,571.0,4.0,1.0,0,1,1,0
18.0,3.0,12.0,565.0,27.0,1.0,0,1,0,2
58.0,10.0,12.0,718.0,12.0,1.0,1,0,2,1
31.0,0.0,0.0,670.2,27.0,0.0,0,1,1,2
53.0,4.0,17.0,367.0,13.0,1.0,1,0,2,1
47.0,0.0,1.0,706.59,15.0,0.0,0,1,2,1
55.0,0.0,12.0,488.25,12.0,1.0,0,1,2,1
48.0,1.0,18.0,922.15,3.0,0.0,0,1,2,0
25.0,2.0,20.0,320.49,28.0,1.0,0,1,1,2
39.0,0.0,20.0,547.61,6.0,0.0,0,1,1,0
43.0,2.0,15.0,626.26,23.0,0.0,0,1,2,2
51.0,10.0,20.0,878.39,16.0,1.0,0,1,2,2
45.0,5.0,10.0,878.0,21.0,0.0,0,1,2,2
25.0,2.0,13.0,629.03,26.0,0.0,0,1,1,2
43.0,8.0,3.0,839.0,19.0,0.0,1,0,2,2
43.0,10.0,2.0,216.0,20.0,1.0,0,1,2,2
60.0,5.0,3.0,950.0,17.0,1.0,1,0,3,2
35.0,1.0,9.0,668.15,9.0,0.0,1,0,1,1
61.0,10.0,17.0,928.0,21.0,1.0,0,1,3,2
47.0,0.0,24.0,402.0,6.0,1.0,1,0,2,0
21.0,5.0,6.0,141.0,30.0,1.0,1,0,0,2
48.0,3.0,1.0,872.54,2.0,0.0,0,1,2,0
24.0,2.0,5.0,837.14,2.0,0.0,1,0,0,0
21.0,1.0,4.0,852.47,13.0,0.0,1,0,0,1
42.0,3.0,25.0,518.0,16.0,1.0,0,1,2,2
57.0,8.0,29.0,564.68,23.0,1.0,1,0,2,2
45.0,4.0,6.0,257.0,4.0,1.0,1,0,2,0
42.0,8.0,5.0,393.0,15.0,0.0,1,0,2,1
30.0,3.0,11.0,803.88,7.0,0.0,0,1,1,0
37.0,10.0,12.0,979.0,8.0,1.0,1,0,1,1
55.0,10.0,16.0,933.0,13.0,1.0,1,0,2,1
27.0,0.0,8.0,501.2,7.0,0.0,0,1,1,0
32.0,10.0,27.0,479.0,25.0,1.0,0,1,1,2
40.0,3.0,5.0,888.61,17.0,0.0,0,1,2,2
49.0,5.0,27.0,521.0,16.0,1.0,1,0,2,2
38.0,2.0,8.0,919.67,17.0,0.0,0,1,1,2
54.0,7.0,19.0,311.24,14.0,1.0,0,1,2,1
30.0,3.0,1.0,552.12,20.0,0.0,0,1,1,2
18.0,0.0,2.0,384.0,10.0,0.0,0,1,0,1
54.0,9.0,12.0,697.0,23.0,1.0,1,0,2,2
65.0,8.0,0.0,748.0,6.0,0.0,0,1,3,0
46.0,9.0,21.0,526.0,3.0,1.0,1,0,2,0
50.0,5.0,13.0,812.9,1.0,0.0,1,0,2,0
42.0,7.0,20.0,988.0,27.0,1.0,0,1,2,2
57.0,5.0,15.0,963.0,20.0,1.0,0,1,2,2
65.0,1.0,6.0,376.0,11.0,1.0,0,1,3,1
40.0,10.0,15.0,381.0,6.0,1.0,1,0,2,0
20.0,8.0,17.0,855.0,6.0,1.0,1,0,0,0
39.0,5.0,4.0,613.0,14.0,1.0,0,1,1,1
50.0,3.0,13.0,968.64,29.0,0.0,0,1,2,2
34.0,6.0,19.0,621.0,14.0,1.0,0,1,1,1
19.0,10.0,18.0,668.0,24.0,1.0,0,1,0,2
32.0,2.0,4.0,957.0,28.0,1.0,1,0,1,2
22.0,1.0,11.0,868.73,5.0,0.0,1,0,0,0
58.0,9.0,17.0,115.0,19.0,1.0,0,1,2,2
43.0,6.0,1.0,910.0,19.0,1.0,0,1,2,2
31.0,8.0,12.0,134.0,17.0,1.0,1,0,1,2
42.0,3.0,19.0,844.94,20.0,1.0,0,1,2,2
41.0,6.0,23.0,175.24,20.0,1.0,1,0,2,2
54.0,4.0,6.0,751.0,15.0,1.0,1,0,2,1
43.0,2.0,21.0,315.0,15.0,1.0,1,0,2,1
55.0,5.0,14.0,419.0,30.0,1.0,1,0,2,2
21.0,0.0,11.0,772.07,1.0,0.0,1,0,0,0
25.0,0.0,5.0,625.77,2.0,0.0,1,0,1,0
26.0,10.0,29.0,142.0,12.0,1.0,1,0,1,1
22.0,9.0,9.0,865.0,3.0,1.0,0,1,0,0
44.0,1.0,8.0,988.38,12.0,0.0,0,1,2,1
58.0,9.0,22.0,328.0,17.0,1.0,1,0,2,2
45.0,0.0,15.0,515.03,15.0,0.0,1,0,2,1
28.0,2.0,8.0,993.17,2.0,0.0,1,0,1,0
37.0,0.0,15.0,746.51,28.0,0.0,0,1,1,2
19.0,0.0,10.0,606.36,26.0,0.0,0,1,0,2
20.0,0.0,17.0,147.0,20.0,1.0,0,1,0,2
42.0,2.0,5.0,376.0,3.0,1.0,1,0,2,0
28.0,8.0,16.0,313.0,13.0,1.0,0,1,1,1
24.0,2.0,12.0,944.98,29.0,0.0,0,1,0,2
47.0,1.0,12.0,952.0,4.0,1.0,0,1,2,0
31.0,7.0,24.0,703.0,20.0,1.0,1,0,1,2
35.0,2.0,20.0,991.0,19.0,0.0,0,1,1,2
40.0,2.0,29.0,263.0,13.0,1.0,0,1,2,1
29.0,5.0,30.0,690.0,18.0,1.0,1,0,1,2
33.0,2.0,14.0,581.66,2.0,0.0,0,1,1,0
18.0,4.0,29.0,762.0,26.0,0.0,1,0,0,2
45.0,2.0,2.0,862.78,23.0,0.0,0,1,2,2
41.0,0.0,28.0,862.0,15.0,1.0,1,0,2,1
64.0,2.0,25.0,507.0,13.0,1.0,0,1,3,1
47.0,4.0,8.0,698.05,17.0,0.0,0,1,2,2
38.0,2.0,26.0,596.0,21.0,1.0,1,0,1,2
40.0,4.0,17.0,715.14,1.0,0.0,0,1,2,0
38.0,8.0,8.0,947.69,29.0,1.0,1,0,1,2
35.0,1.0,2.0,896.19,8.0,0.0,1,0,1,1
56.0,10.0,25.0,153.0,8.0,1.0,0,1,2,1
46.0,10.0,18.0,301.0,8.0,1.0,0,1,2,1
47.0,6.0,17.0,221.0,15.0,1.0,1,0,2,1
46.0,4.0,6.0,966.08,15.0,0.0,0,1,2,1
64.0,0.0,8.0,929.19,12.0,1.0,1,0,3,1
25.0,9.0,15.0,181.0,11.0,1.0,1,0,1,1
19.0,1.0,0.0,798.0,9.0,1.0,1,0,0,1
35.0,3.0,16.0,542.65,8.0,0.0,1,0,1,1
21.0,0.0,20.0,780.0,22.0,0.0,0,1,0,2
26.0,1.0,9.0,926.19,6.0,0.0,1,0,1,0
37.0,1.0,20.0,779.69,11.0,0.0,1,0,1,1
45.0,4.0,8.0,757.08,9.0,0.0,1,0,2,1
30.0,0.0,2.0,877.0,4.0,1.0,1,0,1,0
55.0,2.0,18.0,524.09,30.0,1.0,0,1,2,2
44.0,2.0,2.0,545.19,7.0,0.0,0,1,2,0
33.0,1.0,9.0,962.57,8.0,0.0,1,0,1,1
46.0,4.0,19.0,196.0,26.0,1.0,0,1,2,2
41.0,2.0,8.0,512.58,11.0,0.0,0,1,2,1
20.0,7.0,30.0,237.0,16.0,1.0,0,1,0,2
63.0,1.0,3.0,234.0,19.0,0.0,0,1,3,2
46.0,4.0,30.0,188.0,12.0,1.0,0,1,2,1
60.0,7.0,4.0,478.16,9.0,1.0,0,1,3,1
57.0,9.0,14.0,721.0,23.0,1.0,0,1,2,2
51.0,3.0,19.0,715.0,26.0,1.0,1,0,2,2
40.0,6.0,3.0,704.32,2.0,1.0,1,0,2,0
42.0,3.0,12.0,791.37,5.0,0.0,1,0,2,0
23.0,1.0,6.0,489.0,8.0,1.0,0,1,0,1
42.0,3.0,18.0,289.0,16.0,1.0,1,0,2,2
61.0,10.0,6.0,302.94,21.0,1.0,1,0,3,2
48.0,0.0,26.0,538.0,12.0,1.0,0,1,2,1
38.0,8.0,26.0,777.0,17.0,1.0,0,1,1,2
38.0,10.0,7.0,658.0,4.0,1.0,1,0,1,0
56.0,3.0,11.0,513.0,20.0,1.0,1,0,2,2
59.0,7.0,0.0,438.97,11.0,1.0,0,1,2,1
51.0,10.0,3.0,615.0,3.0,0.0,0,1,2,0
62.0,2.0,10.0,885.67,13.0,1.0,0,1,3,1
29.0,0.0,19.0,535.0,23.0,1.0,1,0,1,2
22.0,1.0,19.0,509.96,2.0,0.0,1,0,0,0
23.0,2.0,16.0,744.27,21.0,0.0,0,1,0,2
36.0,2.0,14.0,775.0,7.0,0.0,1,0,1,0
45.0,3.0,19.0,283.0,11.0,1.0,0,1,2,1
24.0,10.0,11.0,176.0,13.0,0.0,1,0,0,1
34.0,1.0,18.0,522.0,18.0,1.0,0,1,1,2
37.0,2.0,24.0,231.0,4.0,1.0,0,1,1,0
64.0,8.0,14.0,696.0,2.0,1.0,1,0,3,0
33.0,2.0,8.0,290.0,7.0,1.0,0,1,1,0
43.0,5.0,11.0,448.0,15.0,1.0,0,1,2,1
37.0,3.0,9.0,520.97,8.0,0.0,0,1,1,1
54.0,1.0,16.0,693.71,18.0,1.0,1,0,2,2
21.0,3.0,3.0,720.0,12.0,1.0,1,0,0,1
45.0,0.0,16.0,557.32,6.0,0.0,0,1,2,0
58.0,3.0,5.0,511.0,1.0,1.0,0,1,2,0
39.0,1.0,25.0,871.0,8.0,1.0,1,0,1,1
47.0,7.0,2.0,471.0,27.0,0.0,0,1,2,2
43.0,4.0,14.0,532.77,4.0,0.0,0,1,2,0
26.0,0.0,1.0,838.5,2.0,0.0,1,0,1,0
37.0,3.0,19.0,573.0,2.0,0.0,0,1,1,0
49.0,2.0,1.0,944.0,26.0,0.0,0,1,2,2
28.0,8.0,1.0,490.0,23.0,1.0,1,0,1,2
34.0,1.0,10.0,978.46,10.0,0.0,0,1,1,1
50.0,2.0,17.0,903.23,17.0,0.0,0,1,2,2
25.0,1.0,5.0,754.92,21.0,0.0,0,1,1,2
30.0,9.0,18.0,634.0,12.0,1.0,1,0,1,1
18.0,1.0,27.0,841.0,25.0,1.0,1,0,0,2
46.0,3.0,9.0,865.23,11.0,0.0,1,0,2,1
27.0,2.0,14.0,885.12,2.0,0.0,0,1,1,0
45.0,4.0,27.0,684.0,4.0,1.0,0,1,2,0
45.0,3.0,9.0,849.88,7.0,0.0,0,1,2,0
50.0,2.0,8.0,986.82,5.0,0.0,0,1,2,0
27.0,6.0,7.0,400.09,23.0,1.0,1,0,1,2
23.0,1.0,14.0,916.81,4.0,0.0,0,1,0,0
31.0,10.0,11.0,469.9,20.0,1.0,1,0,1,2
49.0,3.0,2.0,632.49,9.0,0.0,0,1,2,1
46.0,4.0,12.0,835.83,13.0,0.0,1,0,2,1
22.0,1.0,19.0,984.24,7.0,0.0,1,0,0,0
34.0,7.0,4.0,926.06,8.0,1.0,1,0,1,1
18.0,4.0,13.0,130.0,8.0,0.0,1,0,0,1
59.0,5.0,9.0,439.0,18.0,0.0,1,0,2,2
